seqnames	start	end	width	strand	gene_id	Gene
chr17	19188016	19188714	699	+	780851	SNORD3A
chr17	19189665	19190245	581	-	780853	SNORD3C
chr17	19112000	19112636	637	-	780854	SNORD3D
chr1	54998933	55017172	18240	+	7809	BSND
chr7	81946444	82443777	497334	-	781	CACNA2D1
chr1	114716913	114758676	41764	-	7812	CSDE1
chr1	92508696	92792404	283709	-	7813	EVI5
chr1	155687967	155739010	51044	+	7818	DAP3
chr17	39173453	39197703	24251	-	782	CACNB1
chr1	179550539	179575952	25414	-	7827	NPHS2
chr10	18140677	18543557	402881	+	783	CACNB2
chr1	203305491	203309602	4112	+	7832	BTG2
chr2	1631887	1744852	112966	-	7837	PXDN
chr12	48813794	48828941	15148	+	784	CACNB3
chr2	73385758	73625166	239409	+	7840	ALMS1
chr2	74461057	74465410	4354	-	7841	MOGS
chr2	86510424	86623866	113443	-	7844	RNF103
chr12	49184795	49189080	4286	-	7846	TUBA1A
chr2	113215997	113278921	62925	-	7849	PAX8
chr2	151802827	152099475	296649	-	785	CACNB4
chr2	101991960	102028544	36585	+	7850	IL1R2
chr2	110083870	110116566	32697	-	7851	MALL
chr2	136114349	136118165	3817	-	7852	CXCR4
chr2	207762598	207769906	7309	-	7855	FZD5
chr2	223596940	223602361	5422	-	7857	SCG2
chr17	67044554	67056797	12244	+	786	CACNG1
chr3	9731729	9748015	16287	+	7862	BRPF1
chr3	50287732	50292918	5187	-	7866	IFRD2
chr3	50611520	50649291	37772	+	7867	MAPKAPK3
chr3	50267558	50277546	9989	+	7869	SEMA3B
chr3	57756230	57930003	173774	+	7871	SLMAP
chr3	51385291	51389397	4107	+	7873	MANF
chr16	8892097	8964514	72418	-	7874	USP7
chr3	128726122	128814796	88675	+	7879	RAB7A
chr3	48856926	48898904	41979	-	788	SLC25A20
chr3	156037701	156539138	501438	+	7881	KCNAB1
chr4	1692731	1712344	19614	-	7884	SLBP
chr8	33591330	33600023	8694	-	78986	DUSP26
chr3	9933822	9945413	11592	+	78987	CRELD1
chr13	21176658	21179084	2427	+	78988	MRPL57
chr2	3594832	3644644	49813	+	78989	COLEC11
chr5	149358037	149369653	11617	+	78991	PCYOX1L
chr19	10922185	10928681	6497	-	78992	YIPF2
chr16	30650717	30656440	5724	+	78994	PRR14
chr17	44141906	44162476	20571	+	78995	HROB
chr7	135092363	135170795	78433	-	78996	CYREN
chr20	44247099	44280917	33819	+	78997	GDAP1L1
chr8	143366631	143368548	1918	-	78998	RHPN1-AS1
chr11	66856647	66860475	3829	+	78999	LRFN4
chr2	27217369	27243943	26575	+	790	CAD
chr1	25831913	25859458	27546	-	79000	AUNIP
chr16	31086760	31095980	9221	-	79001	VKORC1
chr19	12730640	12734684	4045	-	79002	TRIR
chr17	5486285	5490814	4530	+	79003	MIS12
chr10	102423245	102432584	9340	-	79004	CUEDC2
chr1	151166022	151170297	4276	+	79005	SCNM1
chr16	715118	719655	4538	+	79006	METRN
chr16	90004865	90020128	15264	-	79007	DBNDD1
chr16	29454501	30197561	743061	+	79008	SLX1B
chr10	68901286	68946847	45562	+	79009	DDX50
chr3	49857988	49869935	11948	-	79012	CAMKV
chr20	44656451	44696096	39646	-	79015	LINC01260
chr19	17309518	17323298	13781	+	79016	DDA1
chr7	30496621	30550761	54141	-	79017	GGCT
chr17	18039408	18068405	28998	+	79018	GID4
chr22	41938737	41947152	8416	-	79019	CENPM
chr7	42908726	42932174	23449	-	79020	C7orf25
chr12	47963569	47968878	5310	+	79022	TMEM106C
chr12	102073103	102120120	47018	-	79023	NUP37
chr13	44143150	44161257	18108	-	79024	SMIM2
chr20	63547891	63556695	8805	+	79025	FNDC11
chr11	62433542	62556235	122694	-	79026	AHNAK
chr7	99558406	99576453	18048	+	79027	ZNF655
chr15	45402336	45421415	19080	+	79029	SPATA5L1
chr5	100806933	100903282	96350	-	7903	ST8SIA4
chr2	100562993	100576739	13747	+	79031	PDCL3
chr1	44221070	44355260	134191	-	79033	ERI3
chr7	6590021	6608726	18706	+	79034	C7orf26
chr12	56222015	56229854	7840	+	79035	NABP2
chr19	18557762	18569387	11626	+	79036	KXD1
chr7	100205357	100221490	16134	+	79037	PVRIG
chr14	103715730	103733668	17939	+	79038	ZFYVE21
chr12	113157174	113185479	28306	-	79039	DDX54
chr19	16661139	16690023	28885	+	79041	TMEM38A
chr19	33795933	33815763	19831	+	79047	KCTD15
chr9	89318500	89359663	41164	+	79048	SECISBP2
chr5	112876385	112922289	45905	-	7905	REEP5
chr12	132144457	132152473	8017	+	79050	NOC4L
chr11	78100936	78139653	38718	-	79053	ALG8
chr2	233917373	234019522	102150	+	79054	TRPM8
chr11	32829927	32858120	28194	+	79056	PRRG4
chrX	151694658	151705924	11267	+	79057	PRRG3
chr17	81976807	82017406	40600	+	79058	ASPSCR1
chr11	62771629	62792006	20378	-	79064	TMEM223
chr2	219219380	219229717	10338	-	79065	ATG9A
chr17	2416049	2511891	95843	-	79066	METTL16
chr16	53701692	54153448	451757	+	79068	FTO
chr13	102784281	102798976	14696	-	79070	POGLUT2
chr4	110045846	110199199	153354	-	79071	ELOVL6
chr5	7859159	7869037	9879	-	79072	FASTKD3
chr11	60914158	60923443	9286	+	79073	TMEM109
chr2	105337532	105349211	11680	+	79074	C2orf49
chr8	119833976	119855894	21919	-	79075	DSCC1
chr16	30423615	30430030	6416	-	79077	DCTPP1
chr1	42767249	42794493	27245	+	79078	C1orf50
chr11	60842113	60851081	8969	+	79080	CCDC86
chr11	62662817	62672255	9439	-	79081	LBHD1
chr2	237485428	237555322	69895	+	79083	MLPH
chr1	111439890	111449256	9367	-	79084	WDR77
chr19	6436079	6465203	29125	-	79085	SLC25A23
chr19	16577642	16660442	82801	-	79086	SMIM7
chr22	49900229	49918438	18210	-	79087	ALG12
chr19	9523223	9538645	15423	-	79088	ZNF426
chr17	44186970	44191929	4960	+	79089	TMUB2
chr19	45162928	45178237	15310	-	79090	TRAPPC6A
chr16	8621683	8649654	27972	+	79091	METTL22
chr17	80169992	80209331	39340	+	79092	CARD14
chr15	40952962	40956512	3551	+	79094	CHAC1
chr9	128160265	128163924	3660	+	79095	C9orf16
chr3	54632122	54639857	7736	-	790952	ESRG
chr7	27617474	27627496	10023	+	790953	TSL
chr11	62670273	62673686	3414	+	790955	UQCC3
chr11	46936689	47164385	227697	+	79096	C11orf49
chr11	55262155	55271114	8960	+	79097	TRIM48
chr1	207018522	207032756	14235	-	79098	C1orf116
chr1	168784012	168792886	8875	+	79100	LINC00626
chr11	93729948	93784391	54444	-	79101	TAF1D
chr11	119334527	119337309	2783	+	79102	RNF26
chr14	100836269	101038859	202591	+	79104	MEG8
chr9	125437393	125707234	269842	-	79109	MAPKAP1
chr15	24145363	24912924	767562	+	791114	PWRN1
chr15	24162754	24169948	7195	-	791115	PWRN2
chr6	18223860	18264548	40689	-	7913	DEK
chr17	42101404	42112714	11311	-	79132	DHX58
chr20	13785007	13821580	36574	+	79133	NDUFAF5
chr2	120217479	120223400	5922	-	79134	TMEM185B
chrX	23833353	23907938	74586	-	79135	APOO
chr2	219176225	219185475	9251	+	79137	RETREG2
chr8	123013170	123042302	29133	-	79139	DERL1
chr1	32200386	32205387	5002	+	79140	CCDC28B
chr17	7235029	7239722	4694	-	79142	PHF23
chr20	63520765	63522206	1442	+	79144	PPDPF
chr8	56211686	56218809	7124	+	79145	CHCHD7
chr19	46746046	46776988	30943	+	79147	FKRP
chr19	56219670	56368383	148714	-	79149	ZSCAN5A
chr6	24494867	24537207	42341	+	7915	ALDH5A1
chr7	10449820	10779944	330125	-	79150	MGC4859
chr16	74712955	74774831	61877	-	79152	FA2H
chr16	30104810	30113537	8728	-	79153	GDPD3
chr4	2741648	2756342	14695	-	79155	TNIP2
chr19	29665459	29675477	10019	+	79156	PLEKHF1
chr17	76735865	76781449	45585	+	79157	MFSD11
chr12	101745499	101830959	85461	-	79158	GNPTAB
chr22	37681673	37693476	11804	+	79159	NOL12
chr20	58634772	58635738	967	+	79160	LINC01711
chr7	87196160	87220587	24428	-	79161	TMEM243
chr1	228100726	228105411	4686	-	79169	C1orf35
chr17	47951967	47957883	5917	-	79170	PRR15L
chr19	35629030	35637686	8657	+	79171	RBM42
chr2	24793136	24822376	29241	+	79172	CENPO
chr19	13882348	13906452	24105	-	79173	BRME1
chr22	49918167	49927540	9374	+	79174	CRELD2
chr20	2467212	2524702	57491	-	79175	ZNF343
chr10	102419189	102423136	3948	+	79176	FBXL15
chr19	43596392	43614497	18106	+	79177	ZNF576
chr14	23511760	23560778	49019	+	79178	THTPA
chr1	15409888	15430339	20452	+	79180	EFHD2
chr20	44475874	44494603	18730	+	79183	TTPAL
chrX	155071420	155123074	51655	+	79184	BRCC3
chr19	4304598	4323843	19246	+	79187	FSD1
chr3	14124940	14148048	23109	+	79188	TMEM43
chr16	55323760	55330760	7001	+	79190	IRX6
chr16	54283304	54286787	3484	-	79191	IRX3
chr5	3595832	3601403	5572	+	79192	IRX1
chr16	3024027	3027755	3729	+	79228	THOC6
chr19	7069703	7087968	18266	+	79230	ZNF557
chr9	37800554	37867666	67113	+	79269	DCAF10
chr3	98264244	98265356	1113	+	79295	OR5H6
chr11	5069572	5070497	926	+	79296	OR52E1
chr8	90058608	90095475	36868	-	793	CALB1
chr3	98282888	98283832	945	+	79310	OR5H2
chr2	71024127	71029893	5767	+	79315	OR7E91P
chr14	19920582	19921659	1078	+	79317	OR4K5
chr11	4923374	4924339	966	-	79324	OR51G1
chr11	5301014	5301946	933	-	79339	OR51B4
chr11	5323359	5324297	939	-	79345	OR51B2
chr11	48365485	48366465	981	-	79346	OR4C5
chr1	16231692	16237183	5492	-	79363	CPLANE2
chr3	126437601	126475891	38291	-	79364	ZXDC
chr12	26120030	26125037	5008	-	79365	BHLHE41
chrX	81113699	81201913	88215	-	79366	HMGN5
chr1	157745733	157777132	31400	-	79368	FCRL2
chr12	122203681	122208952	5272	+	79369	B3GNT4
chr15	68930504	69062762	132259	+	79400	NOX5
chr6	46704201	46735693	31493	-	7941	PLA2G7
chr2	219236598	219245478	8881	-	79411	GLB1L
chr16	2964216	2968383	4168	+	79412	KREMEN2
chr3	111592900	111595346	2447	-	79413	ZBED2
chr19	35935550	35945767	10218	+	79414	LRFN3
chr17	82442586	82450829	8244	-	79415	CYBC1
chr6	41683978	41736259	52282	-	7942	TFEB
chr4	2227464	2242164	14701	-	79441	HAUS3
chr3	46515385	46580099	64715	-	79442	LRRC2
chr3	45917899	45995824	77926	-	79443	FYCO1
chr20	63235883	63240495	4613	+	79444	BIRC7
chr14	100376418	100530303	153886	+	79446	WDR25
chr16	29816152	29830627	14476	+	79447	PAGR1
chr6	150061053	150069121	8069	-	79465	ULBP3
chr1	63547082	63550636	3555	+	79469	DLEU2L
chr11	5402597	5403547	951	+	79470	OR51J1
chr11	5787854	5788816	963	-	79473	OR52N1
chr11	56412696	56413680	985	+	79482	OR5AL1
chr11	123994163	123995161	999	-	79490	OR10G6
chrX	16650158	16654670	4513	+	795	S100G
chr1	69055	70108	1054	+	79501	OR4F5
chr6	131699644	131701401	1758	-	79541	OR2A4
chr14	19935608	19936683	1076	+	79544	OR4K1
chr6	124644434	124963165	318732	-	7955	RNF217-AS1
chr16	67518418	67546788	28371	+	79567	RIPOR1
chr2	199955317	200008540	53224	+	79568	MAIP1
chr6	145382535	145736023	353489	-	7957	EPM2A
chr1	31179745	31239887	60143	-	79570	NKAIN1
chr7	127580628	127593606	12979	-	79571	GCC1
chr3	194402672	194498364	95693	-	79572	ATP13A3
chr1	230906243	230978875	72633	-	79573	TTC13
chr1	109750080	109764027	13948	-	79574	EPS8L3
chr19	17292131	17310236	18106	-	79575	ABHD8
chrX	119920672	119943751	23080	-	79576	NKAP
chr1	193121958	193254815	132858	+	79577	CDC73
chr2	213284379	214410501	1126123	+	79582	SPAG16
chr16	75536741	75608445	71705	-	79583	TMEM231
chr2	219538948	219543809	4862	-	79586	CHPF
chr13	110641412	110713603	72192	-	79587	CARS2
chrX	106693794	106797016	103223	+	79589	RNF128
chr1	156737303	156741590	4288	-	79590	MRPL24
chr10	101845599	102056193	210595	-	79591	ARMH3
chr1	20499448	20508151	8704	-	79594	MUL1
chr2	127941217	128028120	86904	-	79595	SAP130
chr13	78614289	78659155	44867	-	79596	OBI1
chr3	101724593	101770562	45970	+	79598	CEP97
chr11	14966668	14972354	5687	-	796	CALCA
chr12	110614027	110649430	35404	+	79600	TCTN1
chr19	8206736	8262421	55686	+	79603	CERS4
chr1	230314490	230426332	111843	-	79605	PGBD5
chr11	126211724	126262984	51261	+	79607	FAM118B
chr11	8106056	8169055	63000	-	79608	RIC3
chr14	50108632	50116600	7969	-	79609	VCPKMT
chr12	80937815	81261210	323396	+	79611	ACSS3
chr13	41311267	41377030	65764	+	79612	NAA16
chr16	68843531	69085182	241652	+	79613	TANGO6
chr5	160249106	160342716	93611	-	79616	CCNJL
chr8	28890395	29053270	162876	+	79618	HMBOX1
chr13	50909678	51024120	114443	+	79621	RNASEH2B
chr16	53010	57669	4660	+	79622	SNRNP25
chr2	30910467	31155202	244736	-	79623	GALNT14
chr6	151452258	151470101	17844	+	79624	ARMT1
chr4	121035613	121073021	37409	-	79625	NDNF
chr1	151156649	151159749	3101	+	79626	TNFAIP8L2
chr6	71288811	71309059	20249	+	79627	OGFRL1
chr5	148923639	149063163	139525	-	79628	SH3TC2
chr19	17226213	17229219	3007	+	79629	OCEL1
chr1	150268200	150280916	12717	+	79630	C1orf54
chr15	82130233	82262734	132502	-	79631	EFL1
chr6	118959763	119149387	189625	-	79632	FAM184A
chr4	125316399	125492932	176534	+	79633	FAT4
chr2	174395730	174429575	33846	+	79634	SCRN3
chr2	27625639	27629012	3374	-	79635	CCDC121
chr17	75109952	75130272	20321	+	79637	ARMC7
chr1	44635238	44674481	39244	-	79639	TMEM53
chr22	41688877	41698136	9260	+	79640	C22orf46
chr16	4777939	4802950	25012	-	79641	ROGDI
chr4	113900284	113979727	79444	-	79642	ARSJ
chr17	80991598	81009517	17920	+	79643	CHMP6
chr4	55346242	55373100	26859	+	79644	SRD5A3
chr8	48710789	48735311	24523	-	79645	EFCAB1
chr5	168548495	168579368	30874	-	79646	PANK3
chr1	38991276	39006059	14784	+	79647	AKIRIN1
chr8	6406596	6648508	241913	+	79648	MCPH1
chrX	136213220	136256482	43263	-	79649	MAP7D3
chr7	6009255	6023834	14580	+	7965	AIMP2
chr16	57999546	58021618	22073	+	79650	USB1
chr17	76470891	76501790	30900	-	79651	RHBDF2
chr16	1528688	1555580	26893	+	79652	TMEM204
chr1	45002540	45011324	8785	-	79654	HECTD3
chr1	48727519	48776969	49451	-	79656	BEND5
chr12	47661249	47706030	44782	-	79657	RPAP3
chr4	147732063	148072776	340714	+	79658	ARHGAP10
chr11	103109410	103479863	370454	+	79659	DYNC2H1
chr15	75346955	75357115	10161	+	79661	NEIL1
chr3	122739999	122793831	53833	-	79663	HSPBAP1
chr15	60419609	60479160	59552	-	79664	ICE2
chr17	59565558	59608345	42788	+	79665	DHX40
chr8	95133785	95156685	22901	+	79666	PLEKHF2
chr4	38602438	38664914	62477	-	79667	KLF3-AS1
chr5	50665899	50846519	180621	+	79668	PARP8
chr3	112086335	112131004	44670	+	79669	C3orf52
chr9	86287733	86354454	66722	-	79670	TUT7
chr11	119166568	119184016	17449	+	79671	NLRX1
chr17	82716706	82728013	11308	+	79672	FN3KRP
chr19	58126248	58155110	28863	-	79673	ZNF329
chr3	157259742	157533619	273878	-	79674	VEPH1
chr2	169528508	169573875	45368	-	79675	FASTKD1
chr12	122974580	122982907	8328	+	79676	OGFOD2
chr2	17663812	17800242	136431	-	79677	SMC6
chr1	117143587	117210960	67374	-	79679	VTCN1
chr22	19846138	19854896	8759	-	79680	RTL10
chr4	184694085	184734130	40046	-	79682	CENPU
chr6	157381133	157678157	297025	+	79683	ZDHHC14
chr11	124766498	124800673	34176	-	79684	MSANTD2
chr5	154445997	154461053	15057	+	79685	SAP30L
chr7	88270892	88306891	36000	-	79689	STEAP4
chr7	100159244	100168617	9374	-	79690	GAL3ST4
chr3	114005833	114088422	82590	+	79691	QTRT2
chr6	26634383	26659752	25370	-	79692	ZNF322
chr1	37802945	37808208	5264	-	79693	YRDC
chr6	95577535	95609452	31918	+	79694	MANEA
chr9	98807670	98850081	42412	+	79695	GALNT12
chr14	75064170	75079988	15819	+	79696	ZC2HC1C
chr14	73490933	73493394	2462	+	79697	RIOX1
chr8	40530590	40897833	367244	-	79698	ZMAT4
chr1	52726453	52827336	100884	+	79699	ZYG11B
chr11	14904997	15082342	177346	+	797	CALCB
chr17	82389210	82418637	29428	-	79701	OGFOD3
chr11	66744451	66843328	98878	+	79703	C11orf80
chr15	100919327	101078257	158931	+	79705	LRRK1
chr7	102396363	102426666	30304	+	79706	PRKRIP1
chr1	6521347	6554513	33167	-	79707	NOL9
chr19	17555649	17583162	27514	+	79709	COLGALT1
chrX	106813871	107000212	186342	-	79710	MORC4
chr2	143938068	144332568	394501	-	79712	GTDC1
chr19	35738801	35745432	6632	-	79713	IGFLR1
chr3	48432164	48440456	8293	-	79714	CCDC51
chr20	58689131	58719238	30108	+	79716	NPEPL1
chr1	42456117	42473560	17444	+	79717	PPCS
chr3	177019340	177228000	208661	-	79718	TBL1XR1
chr15	67200667	67255195	54529	-	79719	AAGAB
chr12	122865330	122896127	30798	-	79720	VPS37B
chr5	56099680	56233330	133651	-	79722	ANKRD55
chr10	14878820	14904315	25496	+	79723	SUV39H2
chr16	30524004	30526821	2818	-	79724	ZNF768
chr4	82900684	82919969	19286	+	79725	THAP9
chr16	74871362	75000173	128812	-	79726	WDR59
chr1	26410817	26429728	18912	+	79727	LIN28A
chr16	23603160	23641310	38151	-	79728	PALB2
chr1	36306368	36329340	22973	+	79729	SH3D21
chr4	40749925	40811184	61260	+	79730	NSUN7
chr11	78435968	78574874	138907	-	79731	NARS2
chr11	19224063	19241620	17558	-	79733	E2F8
chr22	37051736	37063390	11655	+	79734	KCTD17
chr19	49877425	49888750	11326	+	79735	TBC1D17
chr17	30898986	30906238	7253	-	79736	TEFM
chr12	76344474	76348415	3942	-	79738	BBS10
chr1	83865024	83999150	134127	-	79739	TTLL7
chr3	167240287	167381346	141060	-	79740	ZBBX
chr10	32446140	32882874	436735	+	79741	CCDC7
chrX	45148373	45200901	52529	-	79742	DIPK2B
chr19	57487711	57505381	17671	+	79744	ZNF419
chr2	29097705	29189643	91939	+	79745	CLIP4
chr10	11742366	11764070	21705	+	79746	ECHDC3
chr6	146598967	146815462	216496	+	79747	ADGB
chr15	74812716	74831233	18518	+	79748	LMAN1L
chr7	1530702	1543043	12342	+	7975	MAFK
chr3	21412218	22373193	960976	-	79750	ZNF385D
chr11	790475	798281	7807	-	79751	SLC25A22
chr8	81701334	81732903	31570	-	79752	ZFAND1
chr1	37534449	37554293	19845	-	79753	SNIP1
chr10	5638867	5666595	27729	-	79754	ASB13
chr17	82829434	82840022	10589	-	79755	ZNF750
chr13	51763951	51845159	81209	-	79758	DHRS12
chr16	31060843	31074240	13398	-	79759	ZNF668
chr8	28494205	28574267	80063	+	7976	FZD3
chr19	45079195	45091518	12324	+	79760	GEMIN7
chr1	220690363	220699153	8791	+	79762	C1orf115
chr19	55452985	55462343	9359	-	79763	ISOC2
chr16	67199111	67204029	4919	+	79767	ELMO3
chr15	34140674	34210096	69423	-	79768	KATNBL1
chr5	134873803	134901525	27723	+	79770	TXNDC15
chr5	94703741	95284575	580835	-	79772	MCTP1
chr13	113324163	113364148	39986	-	79774	GRTP1
chr8	76681239	76867281	186043	+	79776	ZFHX4
chr17	45132600	45144181	11582	+	79777	ACBD4
chr7	1428465	1459470	31006	-	79778	MICALL2
chr7	91692008	91880702	188695	-	7978	MTERF1
chr11	96352769	96389956	37188	-	79780	CCDC82
chr2	236324147	236507535	183389	-	79781	IQCA1
chr3	169839172	169869935	30764	-	79782	LRRC31
chr7	40134977	40860763	725787	+	79783	SUGCT
chr19	50188186	50310542	122357	+	79784	MYH14
chr12	18080869	18320107	239239	-	79785	RERGL
chr16	84648511	84667686	19176	+	79786	KLHL36
chr19	53162424	53193386	30963	-	79788	ZNF665
chr14	95181940	95319908	137969	-	79789	CLMN
chr7	96481626	96709891	228266	-	7979	SEM1
chr16	87326987	87392142	65156	-	79791	FBXO31
chr12	116710171	116738070	27900	-	79794	SPRING1
chr11	111782195	111879425	97231	-	79796	ALG9
chr11	46701030	46705912	4883	+	79797	ZNF408
chr16	31458080	31467166	9087	+	79798	ARMC5
chr7	93885396	93890753	5358	-	7980	TFPI2
chr2	202912214	202988263	76050	+	79800	CARF
chr16	46578591	46621379	42789	-	79801	SHCBP1
chr1	222522258	222548104	25847	-	79802	HHIPL2
chr10	102065390	102068038	2649	+	79803	HPS6
chr4	173527270	173659696	132427	+	79804	HAND2-AS1
chr1	212950520	212991585	41066	+	79805	VASH2
chr4	105708778	105847728	138951	+	79807	GSTCD
chr2	165857478	165953816	96339	-	79809	TTC21B
chr5	72320367	72368395	48029	+	79810	PTCD2
chr15	58879050	58933679	54630	-	79811	SLTM
chr10	86935540	86969481	33942	-	79812	MMRN2
chr9	137618992	137870016	251025	+	79813	EHMT1
chr1	15571699	15585051	13353	-	79814	AGMAT
chr8	98189826	98294393	104568	-	79815	NIPAL2
chr19	2977538	2995179	17642	+	79816	TLE6
chr9	27325209	27529814	204606	-	79817	MOB3B
chr19	57803841	57814913	11073	-	79818	ZNF552
chr1	66812885	66924856	111972	-	79819	DNAI4
chr7	116953238	117230103	276866	+	7982	ST7
chr18	6729718	6915716	185999	+	79822	ARHGAP28
chr2	44361947	44772592	410646	+	79823	CAMKMT
chr3	129001629	129040742	39114	+	79825	EFCC1
chr11	123069872	123195248	125377	-	79827	CLMP
chr2	171317405	171434802	117398	-	79828	METTL8
chr11	63938959	63957319	18361	+	79829	NAA40
chr1	35032172	35115859	83688	+	79830	ZMYM1
chr16	27203495	27221768	18274	+	79831	KDM8
chr11	32892820	32993316	100497	+	79832	QSER1
chr2	38751534	38785002	33469	+	79833	GEMIN6
chr15	77100656	77420144	319489	-	79834	PEAK1
chrX	118974614	119018355	43742	+	79836	LONRF3
chr12	57591174	57603418	12245	+	79837	PIP4K2C
chr16	19410496	19499113	88618	+	79838	TMC5
chr18	68715209	69055189	339981	+	79839	CCDC102B
chr2	219075317	219170827	95511	-	79840	NHEJ1
chr11	62750963	62754160	3198	-	79842	ZBTB3
chr2	224378698	224402107	23410	-	79843	FAM124B
chr5	795606	850986	55381	-	79844	ZDHHC11
chr8	33547754	33567128	19375	-	79845	RNF122
chr7	90245174	90311063	65890	+	79846	CFAP69
chr10	102461395	102477045	15651	+	79847	MFSD13A
chr8	67062426	67196263	133838	+	79848	CSPP1
chr11	119185457	119190223	4767	+	79849	PDZD3
chr17	732412	742968	10557	+	79850	TLCD3A
chr19	15226919	15233435	6517	-	79852	EPHX3
chr2	227362038	227379306	17269	-	79853	TM4SF20
chr1	826206	827522	1317	-	79854	LINC00115
chr15	64151715	64157481	5767	+	79856	SNX22
chr3	131026850	131350465	323616	+	79858	NEK11
chr10	5393101	5404828	11728	-	79861	TUBAL3
chr1	247099962	247104372	4411	-	79862	ZNF669
chr18	80034346	80097088	62743	+	79863	RBFA
chr11	122882528	122959798	77271	+	79864	JHY
chr6	41189749	41201149	11401	-	79865	TREML2
chr13	72727749	72756198	28450	+	79866	BORA
chr12	123671113	123708399	37287	+	79867	TCTN2
chrX	111665811	111760649	94839	+	79868	ALG13
chr11	61402641	61430031	27391	-	79869	CPSF7
chr8	103140713	103230305	89593	+	79870	BAALC
chr1	92299059	92402056	102998	+	79871	RPAP2
chr7	107743949	107761667	17719	+	79872	CBLL1
chr8	22106874	22109419	2546	-	79873	NUDT18
chr16	28904421	28936526	32106	-	79874	RABEP2
chr15	71096952	71783383	686432	+	79875	THSD4
chr3	132654446	132678097	23652	+	79876	UBA5
chr17	45023340	45061109	37770	-	79877	DCAKD
chr22	41800679	41826299	25621	+	79879	CCDC134
chr7	149239651	149255606	15956	+	7988	ZNF212
chr14	88562970	88627596	64627	+	79882	ZC3H14
chr19	13931187	13953392	22206	-	79883	PODNL1
chr4	155342658	155376970	34313	-	79884	MAP9
chr3	13479724	13506424	26701	+	79885	HDAC11
chr9	26840685	26892803	52119	-	79886	CAAP1
chr12	14503661	14567883	64223	-	79887	PLBD1
chr14	92513781	92688994	175214	+	79890	RIN3
chr19	57719751	57727624	7874	-	79891	ZNF671
chr10	119829404	119892556	63153	-	79892	MCMBP
chr1	248838210	248849517	11308	+	79894	ZNF672
chr15	49858238	50182817	324580	-	79895	ATP8B4
chr10	25016612	25026664	10053	+	79896	THNSL1
chr19	51927147	51946621	19475	+	79898	ZNF613
chr11	36296288	36465204	168917	+	79899	PRR5L
chr7	93424487	93574730	150244	-	799	CALCR
chr2	171522247	171558129	35883	+	79901	CYBRD1
chr17	75205659	75235758	30100	+	79902	NUP85
chr16	3365112	3486953	121842	+	79903	NAA60
chr16	18983934	19063942	80009	+	79905	TMC7
chr1	2321253	2391707	70455	-	79906	MORN1
chr5	180899077	180950906	51830	+	79908	BTNL8
chr8	15417215	15766649	349435	+	7991	TUSC3
chr12	21437615	21471250	33636	+	79912	PYROXD1
chr20	38748460	38772520	24061	+	79913	ACTR5
chr17	30831966	30895869	63904	+	79915	ATAD5
chrX	49162564	49168483	5920	+	79917	MAGIX
chr16	58515479	58521181	5703	+	79918	SETD6
chr2	240886048	240896156	10109	-	79919	MAB21L4
chrX	103576231	103587736	11506	+	79921	TCEAL4
chr12	7787794	7799146	11353	+	79923	NANOG
chr22	50481543	50486440	4898	+	79924	ADM2
chr5	35617844	35814611	196768	+	79925	SPEF2
chr1	26159079	26163962	4884	+	79927	FAM110D
chr3	183815568	183884889	69322	-	79929	MAP6D1
chr8	30732247	30767006	34760	+	7993	UBXN8
chr5	177501907	177511274	9368	-	79930	DOK3
chr4	121131408	121227466	96059	-	79931	TNIP3
chr1	35433492	35557950	124459	-	79932	KIAA0319L
chr10	73644881	73663803	18923	-	79933	SYNPO2L
chr19	40691530	40718207	26678	-	79934	COQ8B
chr19	40222208	40226697	4490	-	79935	CCNP
chr9	39072767	39288315	215549	-	79937	CNTNAP3
chr19	16549837	16572415	22579	-	79939	SLC35E1
chr8	41929479	42051994	122516	-	7994	KAT6A
chr6	71295173	71420745	125573	-	79940	LINC00472
chr8	143289676	143299952	10277	+	79943	ZNF696
chr14	50237563	50312229	74667	-	79944	L2HGDH
chr10	102449837	102451543	1707	-	79946	C10orf95
chr1	26432282	26471306	39025	+	79947	DHDDS
chr19	812488	821977	9490	-	79948	PLPPR3
chr10	113751262	113783429	32168	+	79949	PLEKHS1
chr20	24469629	24666616	196988	+	79953	SYNDIG1
chr2	10570754	10689987	119234	-	79954	NOL10
chr10	101007679	101032295	24617	-	79955	PDZD7
chr9	5765076	5833117	68042	-	79956	ERMP1
chr1	156243320	156248117	4798	-	79957	PAQR6
chr19	6467207	6482557	15351	-	79958	DENND1C
chr18	12661833	12702777	40945	-	79959	CEP76
chr4	128809700	128875224	65525	+	79960	JADE1
chr1	111185969	111204535	18567	-	79961	DENND2D
chr12	49346888	49353924	7037	+	79962	DNAJC22
chr4	425435	474142	48708	-	79963	ABCA11P
chr4	82629539	82798796	169258	-	79966	SCD5
chr15	43826980	43868412	41433	+	79968	WDR76
chr7	149547154	149624752	77599	-	79970	ZNF767P
chr1	68098473	68233120	134648	-	79971	WLS
chr19	12345944	12365905	19962	-	79973	ZNF442
chr7	120988697	121297442	308746	+	79974	CPED1
chr8	101492439	101669726	177288	+	79977	GRHL2
chrX	101009346	101052116	42771	-	79979	TRMT2B
chr20	36751791	36773818	22028	-	79980	DSN1
chr6	168053166	168101511	48346	-	79981	FRMD1
